Subject Line A;Subject Line B
Get ready for a night of music and fun! The...;Bring your lawn chairs, blankets, and dancing shoes
Neighborhood Garage Sale: Join us for a community-wide garage sale...;Join us for a community-wide garage sale
The local library is hosting an author reading series next...;Best-Selling Novelist
For sale: Gently used bicycle in excellent condition, perfect for...;For Sale: Gently Used Bicycle
Lost: A small, black wallet containing cash, credit cards, and...;Small Black Wallet with Cash
Community Event: Join us at the park this Sunday for...;Join us at the park this Sunday for a free...
Calling all book lovers! Our community library is hosting a...;Support Local Literacy Programs
Free yoga class: Join us for a free outdoor yoga...;All levels welcome, no experience necessary
Wanted: A vintage typewriter, preferably with working keys and a...;Wanted: Sturdy build
"Book Club: Our book club is reading ""The Great Gatsby""...";Discuss themes and characters
Join us at the local farmers' market this Sunday from...;Meet our vendors and enjoy live music
Book Club: Join us for a new book club starting...;Book Club: Join us for a new book club
Join us for a free outdoor movie night this Friday...;Join Us for a Free Outdoor Movie
The local library is hosting a book drive to benefit...;Drop off gently used books for all ages
Our town's annual SummerFest celebration will take place on July...;Mark your calendars
The community garden is seeking volunteers to help with spring...;The community garden needs volunteers
Join the local art league for a painting class this...;This Saturday from 1-3 PM at the town hall
The local gardening club is hosting a spring plant sale...;Expert Advice
Calling all bookworms! The library is hosting a used bookstore...;Literacy Programs
Free Yoga Session at Sunrise: Join us for a free...;Free yoga session at park entrance
Calling all bookworms! The library is hosting a used bookstore...;Support local literacy programs
Attention all gardeners! The city's community gardening program is looking...;Get involved in neighborhood gardening
Community Potluck: Join fellow neighbors for a potluck dinner at...;Join us for a potluck dinner
The annual town fair is just around the corner! This...;Mark your calendars for Saturday, April 15th
Calling all gardeners! The community garden is looking for new...;Expand Your Gardening Experience
For Sale: Gently used baby equipment (stroller, car seat, high...;For Sale: Gently used baby equipment
Attention all book lovers! The local library is hosting a...;Support literacy programs
Attention all book lovers! The library's annual book sale will...;Attention all book lovers
Community Alert: A neighborhood clean-up initiative is scheduled for this...;This Saturday from 9 AM - 12 PM
Calling all musicians! The local music school is hosting an...;Share Your Skills
"Local Business News: Our favorite coffee shop, ""The Daily Grind,""...";Buy-One-Get-One-Free
Reminder: The annual town fair is just around the corner!...;Fun Activities
The local food bank is hosting a drive to collect...;Let's Make a Difference
The local library is hosting a book club for adults,...;Join us every third Thursday of the month
Attention all gardeners! The city is hosting a free composting...;Nutrient-Rich Soil for Your Plants
Calling all book lovers! Our annual Book Sale will be...;Find new reads
Get ready to groove with us! The city's summer concert...;Local bands to play rock, jazz, country
Attention all artists! Our annual Art Show will be held...;Meet the Creators
Don't miss out on our free Yoga Day event next...;Don't miss out on our free Yoga Day event
Movie Night at the Park: Join us for a free...;Join Us for a Free Movie
The local farmers' market is looking for vendors to sell...;Join Our Community of Small Business Owners
The local library is hosting an author reading and book...;RSVP for Book Signing
Free Books: A collection of gently used books available for...;Free Books Available
Community Garden Plot Available: We have an open plot in...;Open Plot in Community Garden for Adoption
Lost Cat: A friendly cat named Whiskers has gone missing...;Lost Cat
Local Artisans Wanted: We're looking for local artisans who create...;Local Artisans Wanted
For sale: A gently used bicycle with a comfortable seat...;For Sale: A Gently Used Bicycle
The local library is hosting a book club meeting this...;All are welcome to join in on the discussion
The local library is hosting a book club for adults...;Science Fiction and Fantasy Book Club Meetings
We are seeking donations of gently used bicycles to support...;Tune-up for Donated Bikes
The city is organizing a neighborhood clean-up event this Saturday...;Register Online for Supplies
I'm looking for recommendations on local hiking trails suitable for...;Local hiking trails for families
Does anyone know of any upcoming concerts or music festivals...;Find out about new artists and events
The local farmers' market is looking for vendors to sell...;Join the community
Garage Sale Alert! This Saturday, come find some amazing deals...;Meet us at the corner of Main St. and Elm...
Community event: The annual SummerFest is coming up on July...;SummerFest: Live music, food trucks, and games
The town's annual holiday market is just around the corner!...;We're looking for volunteers
Attention all residents: The annual community clean-up event is scheduled...;Join Your Neighbors for the Annual Community Clean-up
The local library is hosting a book club discussion on...;Join Fellow Readers
Reminder: The annual town clean-up event is scheduled for next...;Keep our community beautiful
New Book Club starting soon! Join fellow book lovers every...;Discuss a new title with fellow book lovers
Community Garden plots available! If you're interested in growing your...;Reserve Your Community Garden Plot Today!
"Local Business Spotlight: Our very own ""The Daily Grind"" coffee...";One-Year Anniversary Celebration
